Number of text/plain sections,Number of application sections,Number of image sections,Length of text in text/html section,Number of standard headers,Number of Reply-To entities,Number of Received entities,User-Agent exists,X-Mailer exists,Length of Message-ID,ASCII number of Message-ID boundary character,Domain in Message-ID,The ID part is hexadecimal,The ID part is decimal,The Domain part is hexadecimal,The Domain part is decimal,Existence of special characters in ID part,Number of dot(s) in the ID part of the Message-ID,Number of From header(s),Number of To header(s),Number of unique To addresses,Number of Cc addresses,Number of Bcc addresses,Number of Sender addresses,is_ReturnPath_Address_similar_to_ReplyTo_Address,is_From_Domain_identical_to_ReplyTo_Domain,Number of unique domains in all email addresses,Number of To domains identical to From Domain,is_From_Domain_identical_to_ReplyPath_Domain,Length of the first boundary ID,is_firstBoundaryID_starts_with_an_equal_symbol,existence_Of_UnderScores_Symbols_In_The_First_Boundary_ID,existence_Of_Dots_In_The_First_Boundary_ID,existence_Of_Other_Special_Characters_In_The_First_Boundary_ID,is_First_boundary_ID_Hexadecimal,is_First_boundary_ID_Decimal,index_of_charset_in_the_first_section,Number of unique charsets in all sections,Length of <style> bodies and inline style bodies,Number of elements with 'direction: rtl' style,Inline <script> found in HTML part,depth of DOM,Number of email addresses in text/html section,Number of <a href> tags,Number of <a data-saferedirecturl> tags,number of URLS in text/html section
1,0,0,1226,5,0,2,False,False,68,64,mail.gmail.com,False,False,False,False,True,0,1,1,1,0,0,0,False,False,1,1,True,28,False,False,False,False,True,False,0,1,0,0,False,0,2,3,0,3
